Year,Month,Day,Date,WaterTempF.AM,WaterTempC.AM,WaterTempF.PM,WaterTempC.PM,LowAirTempF,HighAirTempF,LowAirTempC,HighAirTempC,Notes,Photoperiod,DOY,iceyear,MeanWaterTemp,MeanAirTemp,temp.iced,AboveFreezing,threeweektemp,threeweekwarm,fromThaw,cumAboveFreezing,day1temp,PredWaterTemp
1997,Sep,17,9/17/1997,65,18.33,67,19.44,52,66,11.1,18.9,NA,12.51828015,260,1998,18.885,15,Open,15,317.3,317.3,0,1329.45,2.22,18.885
1997,Sep,18,9/18/1997,63,17.22,67,19.44,53,71,11.7,21.7,NA,12.46455329,261,1998,18.33,16.7,Open,16.7,320.1,320.1,0,1346.15,2.22,18.33
1997,Sep,19,9/19/1997,65,18.33,65,18.33,56,59,13.3,15,NA,12.41078056,262,1998,18.33,14.15,Open,14.15,317.55,317.55,0,1360.3,2.22,18.33
1997,Sep,20,9/20/1997,62,16.67,62,16.67,46,51,7.8,10.6,NA,12.3569675,263,1998,16.67,9.2,Open,9.2,310.9,310.9,0,1369.5,2.22,16.67
1997,Sep,21,9/21/1997,58,14.44,62,16.67,37,59,2.8,15,NA,12.30311961,264,1998,15.555,8.9,Open,8.9,301.45,301.45,0,1378.4,2.22,15.555
1997,Sep,22,9/22/1997,57,13.89,61,16.11,43,61,6.1,16.1,NA,12.24924237,265,1998,15,11.1,Open,11.1,292.85,292.85,0,1389.5,2.22,15
1997,Sep,23,9/23/1997,58,14.44,62,16.67,43,57,6.1,13.9,NA,12.19534123,266,1998,15.555,10,Open,10,290.05,290.05,0,1399.5,2.22,15.555
1997,Sep,24,9/24/1997,57,13.89,61,16.11,41,63,5,17.2,NA,12.14142163,267,1998,15,11.1,Open,11.1,289.75,289.75,0,1410.6,2.22,15
1997,Sep,25,9/25/1997,58,14.44,62,16.67,52,69,11.1,20.6,NA,12.08748905,268,1998,15.555,15.85,Open,15.85,293.1,293.1,0,1426.45,2.22,15.555
1997,Sep,26,9/26/1997,59,15,63,17.22,46,68,7.8,20,NA,12.03354897,269,1998,16.11,13.9,Open,13.9,292.25,292.25,0,1440.35,2.22,16.11
1997,Sep,27,9/27/1997,58,14.44,61,16.11,50,68,10,20,NA,11.97960693,270,1998,15.275,15,Open,15,290.6,290.6,0,1455.35,2.22,15.275
1997,Sep,28,9/28/1997,60,15.56,61,16.11,52,62,11.1,16.7,NA,11.92566852,271,1998,15.835,13.9,Open,13.9,290.35,290.35,0,1469.25,2.22,15.835
1997,Sep,29,9/29/1997,58,14.44,57,13.89,53,54,11.7,12.2,NA,11.87173942,272,1998,14.165,11.95,Open,11.95,287.3,287.3,0,1481.2,2.22,14.165
1997,Sep,30,9/30/1997,55,12.78,55,12.78,48,49,8.9,9.4,NA,11.81782537,273,1998,12.78,9.15,Open,9.15,281.2,281.2,0,1490.35,2.22,12.78
1997,Oct,1,10/1/1997,52,11.11,54,12.22,32,53,0,11.7,NA,11.76393224,274,1998,11.665,5.85,Open,5.85,274.25,274.25,0,1496.2,2.22,11.665
1997,Oct,2,10/2/1997,52,11.11,59,15,43,70,6.1,21.1,NA,11.71006602,275,1998,13.055,13.6,Open,13.6,275.1,275.1,0,1509.8,2.22,13.055
1997,Oct,3,10/3/1997,56,13.33,61,16.11,51,77,10.6,25,NA,11.65623282,276,1998,14.72,17.8,Open,17.8,280.4,280.4,0,1527.6,2.22,14.72
1997,Oct,4,10/4/1997,58,14.44,61,16.11,52,73,11.1,22.8,NA,11.60243892,277,1998,15.275,16.95,Open,16.95,282.6,282.6,0,1544.55,2.22,15.275
1997,Oct,5,10/5/1997,57,13.89,62,16.67,51,78,10.6,25.6,NA,11.54869075,278,1998,15.28,18.1,Open,18.1,282.1,282.1,0,1562.65,2.22,15.28
1997,Oct,6,10/6/1997,57,13.89,56,13.33,44,54,6.7,12.2,NA,11.49499495,279,1998,13.61,9.45,Open,9.45,273.2,273.2,0,1572.1,2.22,13.61
1997,Oct,7,10/7/1997,56,13.33,58,14.44,50,65,10,18.3,NA,11.44135833,280,1998,13.885,14.15,Open,14.15,271.8,271.8,0,1586.25,2.22,13.885
1997,Oct,8,10/8/1997,58,14.44,62,16.67,59,76,15,24.4,NA,11.38778795,281,1998,15.555,19.7,Open,19.7,276.5,276.5,0,1605.95,2.22,15.555
1997,Oct,9,10/9/1997,60,15.56,58,14.44,54,55,12.2,12.8,NA,11.33429108,282,1998,15,12.5,Open,12.5,272.3,272.3,0,1618.45,2.22,15
1997,Oct,10,10/10/1997,54,12.22,56,13.33,36,63,2.2,17.2,NA,11.28087524,283,1998,12.775,9.7,Open,9.7,267.85,267.85,0,1628.15,2.22,12.775
1997,Oct,11,10/11/1997,54,12.22,56,13.33,45,65,7.2,18.3,NA,11.22754822,284,1998,12.775,12.75,Open,12.75,271.4,271.4,0,1640.9,2.22,12.775
1997,Oct,12,10/12/1997,56,13.33,59,15,60,70,15.6,21.1,NA,11.1743181,285,1998,14.165,18.35,Open,18.35,280.85,280.85,0,1659.25,2.22,14.165
1997,Oct,13,10/13/1997,57,13.89,56,13.33,54,55,12.2,12.8,NA,11.12119325,286,1998,13.61,12.5,Open,12.5,282.25,282.25,0,1671.75,2.22,13.61
1997,Oct,14,10/14/1997,52,11.11,53,11.665,31,41,-0.6,5,NA,11.06818235,287,1998,11.3875,2.2,Open,2.2,274.45,274.45,0,1673.95,2.22,11.3875
1997,Oct,15,10/15/1997,48,8.89,50,10,31,49,-0.6,9.4,NA,11.01529442,288,1998,9.445,4.4,Open,4.4,267.75,267.75,0,1678.35,2.22,9.445
1997,Oct,16,10/16/1997,48,8.89,53,11.67,32,59,0,15,NA,10.96253882,289,1998,10.28,7.5,Open,7.5,259.4,259.4,0,1685.85,2.22,10.28
1997,Oct,17,10/17/1997,49,9.44,52,11.11,33,63,0.6,17.2,NA,10.90992527,290,1998,10.275,8.9,Open,8.9,254.4,254.4,0,1694.75,2.22,10.275
1997,Oct,18,10/18/1997,49,9.44,52,11.11,39,65,3.9,18.3,NA,10.85746389,291,1998,10.275,11.1,Open,11.1,250.5,250.5,0,1705.85,2.22,10.275
1997,Oct,19,10/19/1997,50,10,50,10,45,46,7.2,7.8,NA,10.80516518,292,1998,10,7.5,Open,7.5,244.1,244.1,0,1713.35,2.22,10
1997,Oct,20,10/20/1997,47,8.33,47,8.33,30,39,-1.1,3.9,NA,10.75304003,293,1998,8.33,1.4,Open,1.4,233.55,233.55,0,1714.75,2.22,8.33
1997,Oct,21,10/21/1997,44,6.67,43,6.11,28,33,-2.2,0.6,NA,10.70109979,294,1998,6.39,-0.8,Open,0,223.6,224.4,0,1714.75,2.22,6.39
1997,Oct,22,10/22/1997,42,5.56,42,5.56,26,32,-3.3,0,NA,10.64935624,295,1998,5.56,-1.65,Open,0,216.1,218.55,0,1714.75,2.22,5.56
1997,Oct,23,10/23/1997,39,3.89,42,5.56,21,40,-6.1,4.4,NA,10.59782159,296,1998,4.725,-0.85,Open,0,201.65,204.95,0,1714.75,2.22,4.725
1997,Oct,24,10/24/1997,41,5,42,5.56,26,42,-3.3,5.6,NA,10.54650854,297,1998,5.28,1.15,Open,1.15,185,188.3,0,1715.9,2.22,5.28
1997,Oct,25,10/25/1997,40,4.44,40,4.44,29,32,-1.7,0,NA,10.49543028,298,1998,4.44,-0.85,Open,0,167.2,171.35,0,1715.9,2.22,4.44
1997,Oct,26,10/26/1997,37,2.78,38,3.33,25,30,-3.9,-1.1,NA,10.44460048,299,1998,3.055,-2.5,Open,0,146.6,153.25,0,1715.9,2.22,3.055
1997,Oct,27,10/27/1997,35,1.67,39,3.89,24,42,-4.4,5.6,NA,10.39403332,300,1998,2.78,0.6,Open,0.6,137.75,144.4,0,1716.5,2.22,2.78
1997,Oct,28,10/28/1997,38,3.33,40,4.44,26,50,-3.3,10,NA,10.34374349,301,1998,3.885,3.35,Open,3.35,126.95,133.6,0,1719.85,2.22,3.885
1997,Oct,29,10/29/1997,39,3.89,39,3.89,28,50,-2.2,10,NA,10.29374622,302,1998,3.89,3.9,Open,3.9,111.15,117.8,0,1723.75,2.22,3.89
1997,Oct,30,10/30/1997,40,4.44,41,5,31,53,-0.6,11.7,NA,10.24405727,303,1998,4.72,5.55,Open,5.55,104.2,110.85,0,1729.3,2.22,4.72
1997,Oct,31,10/31/1997,42,5.56,42,5.56,41,55,5,12.8,NA,10.19469296,304,1998,5.56,8.9,Open,8.9,103.4,110.05,0,1738.2,2.22,5.56
1997,Nov,1,11/1/1997,43,6.11,43,6.11,43,45,6.1,7.2,NA,10.14567014,305,1998,6.11,6.65,Open,6.65,97.3,103.95,0,1744.85,2.22,6.11
1997,Nov,2,11/2/1997,42,5.56,42,5.56,32,36,0,2.2,NA,10.09700624,306,1998,5.56,1.1,Open,1.1,80.05,86.7,0,1745.95,2.22,5.56
1997,Nov,3,11/3/1997,41,5,41,5,33,35,0.6,1.7,NA,10.04871925,307,1998,5,1.15,Open,1.15,68.7,75.35,0,1747.1,2.22,5
1997,Nov,4,11/4/1997,39,3.89,40,4.44,30,35,-1.1,1.7,NA,10.00082772,308,1998,4.165,0.3,Open,0.3,66.8,73.45,0,1747.4,2.22,4.165
1997,Nov,5,11/5/1997,38,3.33,39,3.89,30,34,-1.1,1.1,NA,9.953350777,309,1998,3.61,0,Open,0,62.4,69.05,0,1747.4,2.22,3.61
1997,Nov,6,11/6/1997,37,2.78,40,4.44,30,40,-1.1,4.4,NA,9.906308105,310,1998,3.61,1.65,Open,1.65,56.55,63.2,0,1749.05,2.22,3.61
1997,Nov,7,11/7/1997,39,3.89,40,4.44,29,44,-1.7,6.7,NA,9.859719965,311,1998,4.165,2.5,Open,2.5,50.15,56.8,0,1751.55,2.22,4.165
1997,Nov,8,11/8/1997,39,3.89,40,4.44,28,39,-2.2,3.9,NA,9.813607178,312,1998,4.165,0.85,Open,0.85,39.9,46.55,0,1752.4,2.22,4.165
1997,Nov,9,11/9/1997,38,3.33,38,3.33,33,34,0.6,1.1,NA,9.767991119,313,1998,3.33,0.85,Open,0.85,33.25,39.9,0,1753.25,2.22,3.33
1997,Nov,10,11/10/1997,36,2.22,36,2.22,23,31,-5,-0.6,NA,9.72289371,314,1998,2.22,-2.8,Open,0,29.05,38.5,0,1753.25,2.22,2.22
1997,Nov,11,11/11/1997,32,0,32,0,16,30,-8.9,-1.1,NA,9.678337409,315,1998,0,-5,Ice,0,24.85,38.5,149,0,2.22,3.346468699
1997,Nov,12,11/12/1997,32,0,32,0,11,26,-11.7,-3.3,NA,9.634345198,316,1998,0,-7.5,Ice,0,19,38.5,148,0,2.22,3.290895741
1997,Nov,13,11/13/1997,32,0,32,0,18,31,-7.8,-0.6,NA,9.590940564,317,1998,0,-4.2,Ice,0,15.65,38.5,147,0,2.22,3.299724982
1997,Nov,14,11/14/1997,32,0,32,0,21,33,-6.1,0.6,NA,9.548147482,318,1998,0,-2.75,Ice,0,11.75,37.35,146,0,2.22,3.269443674
1997,Nov,15,11/15/1997,32,0,32,0,22,26,-5.6,-3.3,NA,9.505990392,319,1998,0,-4.45,Ice,0,8.15,37.35,145,0,2.22,3.248044869
1997,Nov,16,11/16/1997,32,0,32,0,17,30,-8.3,-1.1,NA,9.464494174,320,1998,0,-4.7,Ice,0,5.95,37.35,144,0,2.22,3.242043115
1997,Nov,17,11/17/1997,32,0,32,0,9,33,-12.8,0.6,NA,9.423684122,321,1998,0,-6.1,Ice,0,-0.75,36.75,143,0,2.22,3.195216104
1997,Nov,18,11/18/1997,32,0,32,0,21,30,-6.1,-1.1,NA,9.383585911,322,1998,0,-3.6,Ice,0,-7.7,33.4,142,0,2.22,3.10865731
1997,Nov,19,11/19/1997,32,0,32,0,17,27,-8.3,-2.8,NA,9.344225562,323,1998,0,-5.55,Ice,0,-17.15,29.5,141,0,2.22,2.952838556
1997,Nov,20,11/20/1997,32,0,32,0,19,29,-7.2,-1.7,NA,9.305629407,324,1998,0,-4.45,Ice,0,-27.15,23.95,140,0,2.22,2.76236462
1997,Nov,21,11/21/1997,32,0,32,0,10,27,-12.2,-2.8,NA,9.267824047,325,1998,0,-7.5,Ice,0,-43.55,15.05,139,0,2.22,2.482148632
1997,Nov,22,11/22/1997,32,0,32,0,19,30,-7.2,-1.1,NA,9.230836306,326,1998,0,-4.15,Ice,0,-54.35,8.4,138,0,2.22,2.359221222
1997,Nov,23,11/23/1997,32,0,32,0,7,16,-13.9,-8.9,NA,9.194693186,327,1998,0,-11.4,Ice,0,-66.85,7.3,137,0,2.22,2.305108437
1997,Nov,24,11/24/1997,32,0,32,0,-6,22,-21.1,-5.6,NA,9.159421815,328,1998,0,-13.35,Ice,0,-81.35,6.15,136,0,2.22,2.299356158
1997,Nov,25,11/25/1997,32,0,32,0,19,42,-7.2,5.6,NA,9.125049394,329,1998,0,-0.8,Ice,0,-82.45,5.85,135,0,2.22,2.322581127
1997,Nov,26,11/26/1997,32,0,32,0,30,40.5,-1.1,4.75,NA,9.091603136,330,1998,0,1.825,Ice,1.825,-80.625,7.675,134,1.825,2.22,2.300130846
1997,Nov,27,11/27/1997,32,0,32,0,25.5,39,-3.6,3.9,NA,9.059110214,331,1998,0,0.15,Ice,0.15,-82.125,6.175,133,1.975,2.22,2.271553943
1997,Nov,28,11/28/1997,32,0,32,0,21,36,-6.1,2.2,NA,9.027597689,332,1998,0,-1.95,Ice,0,-86.575,3.675,132,1.975,2.22,2.21753367
1997,Nov,29,11/29/1997,32,0,32,0,21,34,-6.1,1.1,NA,8.99709245,333,1998,0,-2.5,Ice,0,-89.925,2.825,131,1.975,2.22,2.201097922
1997,Nov,30,11/30/1997,32,0,32,0,22,32,-5.6,0,NA,8.967621145,334,1998,0,-2.8,Ice,0,-93.575,1.975,130,1.975,2.22,2.18473889
1997,Dec,1,12/1/1997,32,0,32,0,24,30,-4.4,-1.1,NA,8.93921011,335,1998,0,-2.75,Ice,0,-93.525,1.975,129,1.975,2.22,2.190041513
1997,Dec,2,12/2/1997,32,0,32,0,25,30,-3.9,-1.1,NA,8.911885297,336,1998,0,-2.5,Ice,0,-91.025,1.975,128,1.975,2.22,2.195629511
1997,Dec,3,12/3/1997,32,0,32,0,25,32,-3.9,0,NA,8.8856722,337,1998,0,-1.95,Ice,0,-85.475,1.975,127,1.975,2.22,2.201342733
1997,Dec,4,12/4/1997,32,0,32,0,26,31,-3.3,-0.6,NA,8.860595782,338,1998,0,-1.95,Ice,0,-83.225,1.975,126,1.975,2.22,2.205482948
1997,Dec,5,12/5/1997,32,0,32,0,18,28,-7.8,-2.2,NA,8.836680397,339,1998,0,-5,Ice,0,-85.475,1.975,125,1.975,2.22,2.195106331
1997,Dec,6,12/6/1997,32,0,32,0,25,31,-3.9,-0.6,NA,8.813949713,340,1998,0,-2.25,Ice,0,-83.275,1.975,124,1.975,2.22,2.212730987
1997,Dec,7,12/7/1997,32,0,32,0,27,32,-2.8,0,NA,8.792426638,341,1998,0,-1.4,Ice,0,-79.975,1.975,123,1.975,2.22,2.218266351
1997,Dec,8,12/8/1997,32,0,32,0,13,33,-10.6,0.6,NA,8.772133244,342,1998,0,-5,Ice,0,-78.875,1.975,122,1.975,2.22,2.205563369
1997,Dec,9,12/9/1997,32,0,32,0,22,32,-5.6,0,NA,8.753090689,343,1998,0,-2.8,Ice,0,-78.075,1.975,121,1.975,2.22,2.220758752
1997,Dec,10,12/10/1997,32,0,32,0,29,33,-1.7,0.6,NA,8.735319144,344,1998,0,-0.55,Ice,0,-73.075,1.975,120,1.975,2.22,2.229006156
1997,Dec,11,12/11/1997,32,0,32,0,25,29,-3.9,-1.7,NA,8.718837726,345,1998,0,-2.8,Ice,0,-71.425,1.975,119,1.975,2.22,2.227037704
1997,Dec,12,12/12/1997,32,0,32,0,18,31,-7.8,-0.6,NA,8.70366442,346,1998,0,-4.2,Ice,0,-68.125,1.975,118,1.975,2.22,2.223648005
1997,Dec,13,12/13/1997,32,0,32,0,23,34,-5,1.1,NA,8.689816019,347,1998,0,-1.95,Ice,0,-65.925,1.975,117,1.975,2.22,2.236790561
1997,Dec,14,12/14/1997,32,0,32,0,27,36,-2.8,2.2,NA,8.677308057,348,1998,0,-0.3,Ice,0,-54.825,1.975,116,1.975,2.22,2.250363952
1997,Dec,15,12/15/1997,32,0,32,0,16,44,-8.9,6.7,NA,8.666154751,349,1998,0,-1.1,Ice,0,-42.575,1.975,115,1.975,2.22,2.272701778
1997,Dec,16,12/16/1997,32,0,32,0,27,40,-2.8,4.4,NA,8.656368944,350,1998,0,0.8,Ice,0.8,-40.975,2.775,114,2.775,2.22,2.268964704
1997,Dec,17,12/17/1997,32,0,32,0,16,40,-8.9,4.4,NA,8.647962056,351,1998,0,-2.25,Ice,0,-45.05,0.95,113,2.775,2.22,2.215520997
1997,Dec,18,12/18/1997,32,0,32,0,27,41,-2.8,5,NA,8.640944036,352,1998,0,1.1,Ice,1.1,-44.1,1.9,112,3.875,2.22,2.205472673
1997,Dec,19,12/19/1997,32,0,32,0,28,34,-2.2,1.1,NA,8.635323325,353,1998,0,-0.55,Ice,0,-42.7,1.9,111,3.875,2.22,2.212343317
1997,Dec,20,12/20/1997,32,0,32,0,21,28,-6.1,-2.2,NA,8.631106818,354,1998,0,-4.15,Ice,0,-44.35,1.9,110,3.875,2.22,2.199309511
1997,Dec,21,12/21/1997,32,0,32,0,6,29,-14.4,-1.7,NA,8.628299837,355,1998,0,-8.05,Ice,0,-49.6,1.9,109,3.875,2.22,2.164066375
1997,Dec,22,12/22/1997,32,0,32,0,16,27,-8.9,-2.8,NA,8.626906112,356,1998,0,-5.85,Ice,0,-52.7,1.9,108,3.875,2.22,2.177832776
1997,Dec,23,12/23/1997,32,0,32,0,22,32,-5.6,0,NA,8.626927761,357,1998,0,-2.8,Ice,0,-53,1.9,107,3.875,2.22,2.197783657
1997,Dec,24,12/24/1997,32,0,32,0,11,31.33333333,-11.7,-0.366666667,NA,8.628365282,358,1998,0,-6.033333333,Ice,0,-57.08333333,1.9,106,3.875,2.22,2.175630493
1997,Dec,25,12/25/1997,32,0,32,0,8.666666667,30.66666667,-13,-0.733333333,NA,8.631217553,359,1998,0,-6.866666667,Ice,0,-62,1.9,105,3.875,2.22,2.167255902
1997,Dec,26,12/26/1997,32,0,32,0,6.333333333,30,-14.3,-1.1,NA,8.635481835,360,1998,0,-7.7,Ice,0,-64.7,1.9,104,3.875,2.22,2.162031801
1997,Dec,27,12/27/1997,32,0,32,0,4,19,-15.6,-7.2,NA,8.641153784,361,1998,0,-11.4,Ice,0,-73.85,1.9,103,3.875,2.22,2.160723688
1997,Dec,28,12/28/1997,32,0,32,0,16,23,-8.9,-5,NA,8.648227469,362,1998,0,-6.95,Ice,0,-79.4,1.9,102,3.875,2.22,2.170364082
1997,Dec,29,12/29/1997,32,0,32,0,16,21,-8.9,-6.1,NA,8.656695394,363,1998,0,-7.5,Ice,0,-81.9,1.9,101,3.875,2.22,2.169429928
1997,Dec,30,12/30/1997,32,0,32,0,7,20,-13.9,-6.7,NA,8.666548533,364,1998,0,-10.3,Ice,0,-89.4,1.9,100,3.875,2.22,2.165569545
1997,Dec,31,12/31/1997,32,0,32,0,-2,11,-18.9,-11.7,NA,8.677776361,365,1998,0,-15.3,Ice,0,-104.15,1.9,99,3.875,2.22,2.198379001
1998,Jan,1,1/1/1998,32,0,32,0,8,35,-13.3,1.7,NA,8.694427946,1,1998,0,-5.8,Ice,0,-107.15,1.9,98,3.875,2.22,2.19356588
1998,Jan,2,1/2/1998,32,0,32,0,16,37,-8.9,2.8,NA,8.708771771,2,1998,0,-3.05,Ice,0,-106,1.9,97,3.875,2.22,2.213844787
1998,Jan,3,1/3/1998,32,0,32,0,31,32,-0.6,0,NA,8.724445488,3,1998,0,-0.3,Ice,0,-104.35,1.9,96,3.875,2.22,2.223646683
1998,Jan,4,1/4/1998,32,0,32,0,11,19,-11.7,-7.2,NA,8.741432685,4,1998,0,-9.45,Ice,0,-113.5,1.9,95,3.875,2.22,2.182714015
1998,Jan,5,1/5/1998,32,0,32,0,19,29,-7.2,-1.7,NA,8.759715735,5,1998,0,-4.45,Ice,0,-116.85,1.9,94,3.875,2.22,2.217891102
1998,Jan,6,1/6/1998,32,0,32,0,25,33,-3.9,0.6,NA,8.779275857,6,1998,0,-1.65,Ice,0,-119.3,1.1,93,3.875,2.22,2.214455237
1998,Jan,7,1/7/1998,32,0,32,0,24,30,-4.4,-1.1,NA,8.800093191,7,1998,0,-2.75,Ice,0,-119.8,1.1,92,3.875,2.22,2.21515917
1998,Jan,8,1/8/1998,32,0,32,0,20,28,-6.7,-2.2,NA,8.822146866,8,1998,0,-4.45,Ice,0,-125.35,0,91,3.875,2.22,2.185483248
1998,Jan,9,1/9/1998,32,0,32,0,20,29,-6.7,-1.7,NA,8.845415073,9,1998,0,-4.2,Ice,0,-129,0,90,3.875,2.22,2.193574133
1998,Jan,10,1/10/1998,32,0,32,0,-11,3,-23.9,-16.1,NA,8.869875142,10,1998,0,-20,Ice,0,-144.85,0,89,3.875,2.22,2.18636673
1998,Jan,11,1/11/1998,32,0,32,0,-10,9,-23.3,-12.8,NA,8.895503616,11,1998,0,-18.05,Ice,0,-154.85,0,88,3.875,2.22,2.230180551
1998,Jan,12,1/12/1998,32,0,32,0,-14.5,9,-25.8,-12.8,NA,8.922276327,12,1998,0,-19.3,Ice,0,-168.3,0,87,3.875,2.22,2.247847349
1998,Jan,13,1/13/1998,32,0,32,0,-19,0,-28.3,-17.8,NA,8.950168473,13,1998,0,-23.05,Ice,0,-188.55,0,86,3.875,2.22,2.215903602
1998,Jan,14,1/14/1998,32,0,32,0,-18,12,-27.8,-11.1,NA,8.979154697,14,1998,0,-19.45,Ice,0,-201.9666667,0,85,3.875,2.22,2.236643119
1998,Jan,15,1/15/1998,32,0,32,0,-5,21,-20.6,-6.1,NA,9.009209157,15,1998,0,-13.35,Ice,0,-208.45,0,84,3.875,2.22,2.238352676
1998,Jan,16,1/16/1998,32,0,32,0,10,25,-12.2,-3.9,NA,9.040305604,16,1998,0,-8.05,Ice,0,-208.8,0,83,3.875,2.22,2.225775296
1998,Jan,17,1/17/1998,32,0,32,0,18,26,-7.8,-3.3,NA,9.072417453,17,1998,0,-5.55,Ice,0,-202.95,0,82,3.875,2.22,2.264204939
1998,Jan,18,1/18/1998,32,0,32,0,16,28,-8.9,-2.2,NA,9.105517855,18,1998,0,-5.55,Ice,0,-201.55,0,81,3.875,2.22,2.271662231
1998,Jan,19,1/19/1998,32,0,32,0,14,24,-10,-4.4,NA,9.139579766,19,1998,0,-7.2,Ice,0,-201.25,0,80,3.875,2.22,2.263537565
1998,Jan,20,1/20/1998,32,0,32,0,12,19,-11.1,-7.2,NA,9.174576011,20,1998,0,-9.15,Ice,0,-200.1,0,79,3.875,2.22,2.259815852
1998,Jan,21,1/21/1998,32,0,32,0,17,23,-8.3,-5,NA,9.210479353,21,1998,0,-6.65,Ice,0,-191.45,0,78,3.875,2.22,2.294531889
1998,Jan,22,1/22/1998,32,0,32,0,11,26,-11.7,-3.3,NA,9.247262548,22,1998,0,-7.5,Ice,0,-193.15,0,77,3.875,2.22,2.289328649
1998,Jan,23,1/23/1998,32,0,32,0,15,27,-9.4,-2.8,NA,9.284898405,23,1998,0,-6.1,Ice,0,-196.2,0,76,3.875,2.22,2.298373349
1998,Jan,24,1/24/1998,32,0,32,0,7,29,-13.9,-1.7,NA,9.323359846,24,1998,0,-7.8,Ice,0,-203.7,0,75,3.875,2.22,2.272013668
1998,Jan,25,1/25/1998,32,0,32,0,10,25,-12.2,-3.9,NA,9.362619949,25,1998,0,-8.05,Ice,0,-202.3,0,74,3.875,2.22,2.27774092
1998,Jan,26,1/26/1998,32,0,32,0,13,21,-10.6,-6.1,NA,9.402652005,26,1998,0,-8.35,Ice,0,-206.2,0,73,3.875,2.22,2.269523672
1998,Jan,27,1/27/1998,32,0,32,0,19,29,-7.2,-1.7,NA,9.443429559,27,1998,0,-4.45,Ice,0,-209,0,72,3.875,2.22,2.29303968
1998,Jan,28,1/28/1998,32,0,32,0,23,31,-5,-0.6,NA,9.48492645,28,1998,0,-2.8,Ice,0,-209.05,0,71,3.875,2.22,2.305015228
1998,Jan,29,1/29/1998,32,0,32,0,24,29,-4.4,-1.7,NA,9.527116856,29,1998,0,-3.05,Ice,0,-207.65,0,70,3.875,2.22,2.3117043
1998,Jan,30,1/30/1998,32,0,32,0,22,33,-5.6,0.6,NA,9.569975323,30,1998,0,-2.5,Ice,0,-205.95,0,69,3.875,2.22,2.32240725
1998,Jan,31,1/31/1998,32,0,32,0,17,37,-8.3,2.8,NA,9.613476802,31,1998,0,-2.75,Ice,0,-188.7,0,68,3.875,2.22,2.359961137
1998,Feb,1,2/1/1998,32,0,32,0,30,32,-1.1,0,NA,9.657596673,32,1998,0,-0.55,Ice,0,-171.2,0,67,3.875,2.22,2.366399882
1998,Feb,2,2/2/1998,32,0,32,0,22,30,-5.6,-1.1,NA,9.702310776,33,1998,0,-3.35,Ice,0,-155.25,0,66,3.875,2.22,2.334560254
1998,Feb,3,2/3/1998,32,0,32,0,-4,31,-20,-0.6,NA,9.747595429,34,1998,0,-10.3,Ice,0,-142.5,0,65,3.875,2.22,2.277109594
1998,Feb,4,2/4/1998,32,0,32,0,-4,35,-20,1.7,NA,9.793427453,35,1998,0,-9.15,Ice,0,-132.2,0,64,3.875,2.22,2.266757016
1998,Feb,5,2/5/1998,32,0,32,0,-1,44,-18.3,6.7,NA,9.839784183,36,1998,0,-5.8,Ice,0,-124.65,0,63,3.875,2.22,2.286569333
1998,Feb,6,2/6/1998,32,0,32,0,3,39,-16.1,3.9,NA,9.886643488,37,1998,0,-6.1,Ice,0,-122.7,0,62,3.875,2.22,2.287900602
1998,Feb,7,2/7/1998,32,0,32,0,13,43,-10.6,6.1,NA,9.933983777,38,1998,0,-2.25,Ice,0,-119.4,0,61,3.875,2.22,2.313611449
1998,Feb,8,2/8/1998,32,0,32,0,4,44,-15.6,6.7,NA,9.981784015,39,1998,0,-4.45,Ice,0,-118.3,0,60,3.875,2.22,2.307838328
1998,Feb,9,2/9/1998,32,0,32,0,16,47,-8.9,8.3,NA,10.03002372,40,1998,0,-0.3,Ice,0,-111.4,0,59,3.875,2.22,2.325729044
1998,Feb,10,2/10/1998,32,0,32,0,25,41,-3.9,5,NA,10.07868299,41,1998,0,0.55,Ice,0.55,-101.7,0.55,58,4.425,2.22,2.324825623
1998,Feb,11,2/11/1998,32,0,32,0,27,36,-2.8,2.2,NA,10.12774246,42,1998,0,-0.3,Ice,0,-95.35,0.55,57,4.425,2.22,2.330820648
1998,Feb,12,2/12/1998,32,0,32,0,23,34,-5,1.1,NA,10.17718337,43,1998,0,-1.95,Ice,0,-89.8,0.55,56,4.425,2.22,2.333611159
1998,Feb,13,2/13/1998,32,0,32,0,19,26,-7.2,-3.3,NA,10.22698748,44,1998,0,-5.25,Ice,0,-88.95,0.55,55,4.425,2.22,2.32258002
1998,Feb,14,2/14/1998,32,0,32,0,19,28,-7.2,-2.2,NA,10.27713717,45,1998,0,-4.7,Ice,0,-85.85,0.55,54,4.425,2.22,2.331759948
1998,Feb,15,2/15/1998,32,0,32,0,27,39,-2.8,3.9,NA,10.32761532,46,1998,0,0.55,Ice,0.55,-77.25,1.1,53,4.975,2.22,2.345759703
1998,Feb,16,2/16/1998,32,0,32,0,34,45,1.1,7.2,NA,10.3784054,47,1998,0,4.15,Ice,4.15,-64.75,5.25,52,9.125,2.22,2.305174448
1998,Feb,17,2/17/1998,32,0,32,0,35,42,1.7,5.6,NA,10.42949143,48,1998,0,3.65,Ice,3.65,-56.65,8.9,51,12.775,2.22,2.287893806
