Gear,CorrGear,Date,DOY,Year,Month,Length,TLbin,Sex,Maturity,Weight,Age,Count
1,1,6/18/1976,170,1976,6,12,12,3,3,0.48,3,1
1,1,6/18/1976,170,1976,6,12.1,12,3,3,0.6,3,1
1,1,6/18/1976,170,1976,6,11.7,11,3,3,0.5,3,1
1,1,6/18/1976,170,1976,6,12,12,3,3,0.52,3,1
1,1,6/18/1976,170,1976,6,11.6,11,3,3,0.46,3,1
1,1,6/18/1976,170,1976,6,11.3,11,3,3,0.46,3,1
1,1,6/18/1976,170,1976,6,12.4,12,3,3,0.6,3,1
1,1,6/18/1976,170,1976,6,11.5,11,3,3,0.5,3,1
1,1,6/18/1976,170,1976,6,12.6,12,3,3,0.64,3,1
1,1,6/18/1976,170,1976,6,12.6,12,3,3,0.58,3,1
1,1,6/18/1976,170,1976,6,12.7,12,3,3,0.67,3,1
1,1,6/18/1976,170,1976,6,12.7,12,3,3,0.6,4,1
1,1,6/18/1976,170,1976,6,12.7,12,3,3,0.6,3,1
1,1,6/18/1976,170,1976,6,12.3,12,3,3,0.58,4,1
1,1,6/18/1976,170,1976,6,16.2,16,3,3,1.34,6,1
1,1,6/18/1976,170,1976,6,9.8,9,3,3,0.28,2,1
1,1,6/18/1976,170,1976,6,9.2,9,3,3,0.25,2,1
1,1,6/18/1976,170,1976,6,9.2,9,3,3,0.27,2,1
1,1,6/19/1976,171,1976,6,12.3,12,3,3,0.54,3,1
1,1,6/19/1976,171,1976,6,12.7,12,3,3,0.62,3,1
1,1,6/19/1976,171,1976,6,12.3,12,3,3,0.64,4,1
1,1,6/19/1976,171,1976,6,12.7,12,3,3,0.6,3,1
1,1,6/19/1976,171,1976,6,12.6,12,3,3,0.57,3,1
1,1,6/19/1976,171,1976,6,12.4,12,3,3,0.57,3,1
1,1,6/19/1976,171,1976,6,12.5,12,3,3,0.6,3,1
1,1,6/19/1976,171,1976,6,16.6,16,3,3,1.3,6,1
1,1,6/19/1976,171,1976,6,11.8,11,3,3,0.5,3,1
1,1,6/19/1976,171,1976,6,11.6,11,3,3,0.48,3,1
1,1,6/19/1976,171,1976,6,16.1,16,3,3,1.32,6,1
1,1,6/19/1976,171,1976,6,11.7,11,3,3,0.5,3,1
1,1,6/19/1976,171,1976,6,12.5,12,3,3,0.65,3,1
1,1,6/19/1976,171,1976,6,13.9,13,3,3,0.78,4,1
1,1,6/19/1976,171,1976,6,12.4,12,3,3,0.58,3,1
1,1,6/19/1976,171,1976,6,11.9,11,3,3,0.54,4,1
1,1,6/19/1976,171,1976,6,14.5,14,3,3,0.98,5,1
1,1,6/19/1976,171,1976,6,14.7,14,3,3,1,6,1
1,1,6/19/1976,171,1976,6,15.5,15,3,3,1.14,6,1
1,1,6/19/1976,171,1976,6,12,12,3,3,0.58,4,1
1,1,6/19/1976,171,1976,6,11.3,11,3,3,0.5,3,1
1,1,6/20/1976,172,1976,6,8.8,8,3,3,0.22,2,1
1,1,6/20/1976,172,1976,6,12.6,12,3,3,0.65,4,1
1,1,6/20/1976,172,1976,6,19.2,19,3,3,2.11,8,1
1,1,6/20/1976,172,1976,6,19.6,19,3,3,2.17,8,1
1,1,6/20/1976,172,1976,6,20.2,20,3,3,2.37,8,1
1,1,6/20/1976,172,1976,6,12.3,12,3,3,0.54,3,1
1,1,6/20/1976,172,1976,6,21,21,3,3,2.51,9,1
1,1,6/20/1976,172,1976,6,12.1,12,3,3,0.53,3,1
1,1,6/20/1976,172,1976,6,22.3,22,3,3,3.8,11,1
1,1,6/20/1976,172,1976,6,8.4,8,3,3,0.17,2,1
1,1,6/20/1976,172,1976,6,12,12,3,3,0.54,3,1
1,1,6/20/1976,172,1976,6,12,12,3,3,0.58,4,1
1,1,6/20/1976,172,1976,6,12,12,3,3,0.52,3,1
1,1,6/20/1976,172,1976,6,20.9,20,3,3,2.81,8,1
1,1,6/20/1976,172,1976,6,12.9,12,3,3,0.66,3,1
1,1,6/20/1976,172,1976,6,16.1,16,3,3,1.44,6,1
1,1,6/20/1976,172,1976,6,17.5,17,3,3,1.52,7,1
1,1,6/20/1976,172,1976,6,17.7,17,3,3,1.8,6,1
1,1,6/20/1976,172,1976,6,16.6,16,3,3,1.36,6,1
1,1,6/20/1976,172,1976,6,14,14,3,3,0.74,4,1
1,1,6/20/1976,172,1976,6,9,9,3,3,0.2,2,1
1,1,6/20/1976,172,1976,6,18.7,18,3,3,2.22,9,1
1,1,6/20/1976,172,1976,6,19.2,19,3,3,2.34,8,1
1,1,6/20/1976,172,1976,6,13,13,3,3,0.69,3,1
1,1,6/20/1976,172,1976,6,12.6,12,3,3,0.56,3,1
1,1,6/21/1976,173,1976,6,11.9,11,3,3,0.55,3,1
1,1,6/21/1976,173,1976,6,11.8,11,3,3,0.54,3,1
1,1,6/21/1976,173,1976,6,12.1,12,3,3,0.56,3,1
1,1,6/21/1976,173,1976,6,16,16,3,3,1.36,6,1
1,1,6/21/1976,173,1976,6,27.2,27,3,3,7.5,13,1
1,1,6/21/1976,173,1976,6,21.8,21,3,3,2.97,10,1
1,1,6/21/1976,173,1976,6,11.9,11,3,3,0.48,3,1
1,1,6/21/1976,173,1976,6,11.8,11,3,3,0.53,3,1
1,1,6/21/1976,173,1976,6,14,14,3,3,0.9,4,1
1,1,6/21/1976,173,1976,6,12.2,12,3,3,0.55,3,1
1,1,6/21/1976,173,1976,6,15.5,15,3,3,1.18,5,1
1,1,6/21/1976,173,1976,6,15.5,15,3,3,1.15,6,1
1,1,6/21/1976,173,1976,6,15.5,15,3,3,1.12,6,1
1,1,6/21/1976,173,1976,6,12,12,3,3,0.54,3,1
1,1,6/21/1976,173,1976,6,12,12,3,3,0.58,3,1
1,1,6/21/1976,173,1976,6,12,12,3,3,0.62,3,1
1,1,6/21/1976,173,1976,6,10.7,10,3,3,0.38,3,1
1,1,6/21/1976,173,1976,6,9.1,9,3,3,0.24,3,1
1,1,6/21/1976,173,1976,6,11.5,11,3,3,0.48,3,1
1,1,6/21/1976,173,1976,6,12.6,12,3,3,0.6,3,1
1,1,6/21/1976,173,1976,6,11.6,11,3,3,0.52,3,1
1,1,6/21/1976,173,1976,6,16.9,16,3,3,1.44,6,1
1,1,6/21/1976,173,1976,6,12.2,12,3,3,0.55,4,1
1,1,6/21/1976,173,1976,6,8.7,8,3,3,0.2,2,1
1,1,6/21/1976,173,1976,6,11.2,11,3,3,0.46,3,1
1,1,6/21/1976,173,1976,6,11.7,11,3,3,0.52,3,1
1,1,6/21/1976,173,1976,6,11.7,11,3,3,0.5,3,1
1,1,6/21/1976,173,1976,6,12.8,12,3,3,0.6,3,1
1,1,6/21/1976,173,1976,6,11,11,3,3,0.4,3,1
1,1,6/21/1976,173,1976,6,16.6,16,3,3,1.36,6,1
1,1,6/21/1976,173,1976,6,12.3,12,3,3,0.56,3,1
1,1,6/21/1976,173,1976,6,11.5,11,3,3,0.46,3,1
1,1,6/21/1976,173,1976,6,12.2,12,3,3,0.56,3,1
1,1,6/21/1976,173,1976,6,11.6,11,3,3,0.47,3,1
1,1,6/22/1976,174,1976,6,12.2,12,3,3,0.54,3,1
1,1,6/22/1976,174,1976,6,12,12,3,3,0.44,3,1
1,1,6/22/1976,174,1976,6,15.2,15,3,3,1.14,5,1
1,1,6/22/1976,174,1976,6,12.4,12,3,3,0.57,3,1
1,1,6/22/1976,174,1976,6,17.8,17,3,3,1.56,7,1
1,1,6/22/1976,174,1976,6,18.5,18,3,3,1.86,7,1
1,1,6/22/1976,174,1976,6,12.8,12,3,3,0.6,4,1
1,1,6/22/1976,174,1976,6,10.6,10,3,3,0.48,2,1
1,1,6/22/1976,174,1976,6,10.3,10,3,3,0.34,2,1
1,1,6/22/1976,174,1976,6,11.5,11,3,3,0.5,3,1
1,1,6/22/1976,174,1976,6,10.4,10,3,3,0.36,2,1
1,1,6/22/1976,174,1976,6,9.8,9,3,3,0.27,2,1
1,1,6/22/1976,174,1976,6,11.8,11,3,3,0.48,3,1
1,1,6/22/1976,174,1976,6,11.7,11,3,3,0.5,3,1
1,1,6/22/1976,174,1976,6,10.7,10,3,3,0.42,3,1
1,1,6/22/1976,174,1976,6,10.8,10,3,3,0.4,2,1
1,1,6/22/1976,174,1976,6,12,12,3,3,0.56,3,1
1,1,6/22/1976,174,1976,6,11.9,11,3,3,0.52,3,1
1,1,6/23/1976,175,1976,6,12,12,3,3,0.5,3,1
1,1,6/23/1976,175,1976,6,9.4,9,3,3,0.24,2,1
1,1,6/23/1976,175,1976,6,12.3,12,3,3,0.52,3,1
1,1,6/23/1976,175,1976,6,12.3,12,3,3,0.55,3,1
1,1,6/23/1976,175,1976,6,12.3,12,3,3,0.52,3,1
1,1,6/23/1976,175,1976,6,9.2,9,3,3,0.23,2,1
1,1,6/23/1976,175,1976,6,9.5,9,3,3,0.25,2,1
1,1,6/23/1976,175,1976,6,12,12,3,3,0.54,4,1
1,1,6/23/1976,175,1976,6,12.7,12,3,3,0.6,4,1
1,1,6/23/1976,175,1976,6,12,12,3,3,0.49,3,1
1,1,6/23/1976,175,1976,6,20.4,20,3,3,2.24,9,1
1,1,6/23/1976,175,1976,6,8.4,8,3,3,0.17,2,1
1,1,6/23/1976,175,1976,6,21.1,21,3,3,2.6,9,1
1,1,6/23/1976,175,1976,6,8.5,8,3,3,0.18,2,1
1,1,6/23/1976,175,1976,6,12.1,12,3,3,0.58,3,1
1,1,6/24/1976,176,1976,6,12.5,12,3,3,0.6,4,1
1,1,6/24/1976,176,1976,6,13.3,13,3,3,0.7,3,1
1,1,6/24/1976,176,1976,6,9.4,9,3,3,0.25,2,1
1,1,6/24/1976,176,1976,6,13.3,13,3,3,0.78,3,1
1,1,6/24/1976,176,1976,6,13.4,13,3,3,0.68,3,1
1,1,6/24/1976,176,1976,6,10.7,10,3,3,0.37,2,1
1,1,6/24/1976,176,1976,6,11.6,11,3,3,0.66,3,1
1,1,6/24/1976,176,1976,6,11.5,11,3,3,0.5,3,1
1,1,6/24/1976,176,1976,6,11.6,11,3,3,0.46,3,1
1,1,6/24/1976,176,1976,6,13.1,13,3,3,0.68,3,1
1,1,6/24/1976,176,1976,6,9.7,9,3,3,0.28,2,1
1,1,6/24/1976,176,1976,6,13.6,13,3,3,0.8,4,1
1,1,6/24/1976,176,1976,6,11.5,11,3,3,0.42,3,1
1,1,6/24/1976,176,1976,6,11.4,11,3,3,0.44,3,1
1,1,6/24/1976,176,1976,6,11.4,11,3,3,0.5,3,1
1,1,6/24/1976,176,1976,6,9.6,9,3,3,0.26,2,1
1,1,6/24/1976,176,1976,6,8.8,8,3,3,0.2,2,1
1,1,6/24/1976,176,1976,6,12.2,12,3,3,0.5,3,1
1,1,6/24/1976,176,1976,6,9,9,3,3,0.24,2,1
1,1,6/24/1976,176,1976,6,11.7,11,3,3,0.45,3,1
1,1,6/24/1976,176,1976,6,9,9,3,3,0.24,2,1
1,1,6/24/1976,176,1976,6,12.3,12,3,3,0.56,3,1
1,1,6/24/1976,176,1976,6,9,9,3,3,0.22,2,1
1,1,6/25/1976,177,1976,6,12.1,12,3,3,0.54,3,1
1,1,6/25/1976,177,1976,6,11.3,11,3,3,0.45,3,1
1,1,6/25/1976,177,1976,6,11.5,11,3,3,0.45,3,1
1,1,6/25/1976,177,1976,6,13.5,13,3,3,0.72,4,1
1,1,6/25/1976,177,1976,6,12.2,12,3,3,0.5,3,1
1,1,6/25/1976,177,1976,6,8.9,8,3,3,0.22,2,1
1,1,6/25/1976,177,1976,6,22.6,22,3,3,3.75,9,1
1,1,6/25/1976,177,1976,6,12,12,3,3,0.59,4,1
1,1,6/25/1976,177,1976,6,12.2,12,3,3,0.52,3,1
1,1,6/25/1976,177,1976,6,12.2,12,3,3,0.57,3,1
1,1,6/25/1976,177,1976,6,8.1,8,3,3,0.16,1,1
1,1,6/25/1976,177,1976,6,10,10,3,3,0.28,2,1
1,1,6/25/1976,177,1976,6,11.6,11,3,3,0.44,3,1
1,1,6/25/1976,177,1976,6,9.5,9,3,3,0.29,2,1
1,1,6/25/1976,177,1976,6,16.4,16,3,3,1.26,6,1
1,1,6/26/1976,178,1976,6,11.9,11,3,3,0.48,3,1
1,1,6/26/1976,178,1976,6,10.7,10,3,3,0.35,2,1
1,1,6/26/1976,178,1976,6,16.9,16,3,3,1.44,7,1
1,1,6/26/1976,178,1976,6,12.9,12,3,3,0.64,3,1
1,1,6/26/1976,178,1976,6,12.2,12,3,3,0.56,4,1
1,1,6/26/1976,178,1976,6,8.7,8,3,3,0.2,2,1
1,1,6/26/1976,178,1976,6,15.3,15,3,3,1.14,5,1
1,1,6/26/1976,178,1976,6,16.1,16,3,3,1.29,6,1
1,1,6/26/1976,178,1976,6,11.6,11,3,3,0.44,3,1
1,1,6/26/1976,178,1976,6,12.6,12,3,3,0.55,3,1
1,1,6/27/1976,179,1976,6,8.4,8,3,3,0.18,2,1
1,1,6/27/1976,179,1976,6,13.1,13,3,3,0.62,3,1
1,1,6/27/1976,179,1976,6,8.5,8,3,3,0.18,2,1
1,1,6/27/1976,179,1976,6,21.3,21,3,3,2.94,10,1
1,1,6/27/1976,179,1976,6,9.2,9,3,3,0.23,2,1
1,1,6/27/1976,179,1976,6,13.3,13,3,3,0.68,3,1
1,1,6/27/1976,179,1976,6,9,9,3,3,0.22,2,1
1,1,6/27/1976,179,1976,6,10.3,10,3,3,0.34,3,1
1,1,6/27/1976,179,1976,6,8.6,8,3,3,0.18,2,1
1,1,6/27/1976,179,1976,6,10.5,10,3,3,0.36,3,1
1,1,6/27/1976,179,1976,6,10.4,10,3,3,0.32,3,1
1,1,6/27/1976,179,1976,6,8.8,8,3,3,0.21,2,1
1,1,6/27/1976,179,1976,6,9.4,9,3,3,0.24,2,1
1,1,6/27/1976,179,1976,6,15.7,15,3,3,1.2,6,1
1,1,6/27/1976,179,1976,6,8.5,8,3,3,0.17,2,1
1,1,6/27/1976,179,1976,6,11.8,11,3,3,0.46,3,1
1,1,6/27/1976,179,1976,6,11.8,11,3,3,0.57,3,1
1,1,6/27/1976,179,1976,6,11.6,11,3,3,0.46,3,1
1,1,6/27/1976,179,1976,6,12.4,12,3,3,0.6,4,1
1,1,6/27/1976,179,1976,6,12.5,12,3,3,0.54,4,1
1,1,6/27/1976,179,1976,6,12.5,12,3,3,0.62,4,1
1,1,6/27/1976,179,1976,6,12.2,12,3,3,0.55,4,1
1,1,6/27/1976,179,1976,6,12.2,12,3,3,0.58,4,1
1,1,6/27/1976,179,1976,6,12.6,12,3,3,0.56,3,1
1,1,6/27/1976,179,1976,6,11.7,11,3,3,0.48,3,1
1,1,6/27/1976,179,1976,6,11.7,11,3,3,0.47,3,1
1,1,6/27/1976,179,1976,6,12.5,12,3,3,0.6,4,1
1,1,6/27/1976,179,1976,6,11.2,11,3,3,0.44,3,1
1,1,6/27/1976,179,1976,6,11.6,11,3,3,0.5,3,1
1,1,6/27/1976,179,1976,6,12.1,12,3,3,0.57,3,1
1,1,6/27/1976,179,1976,6,12,12,3,3,0.48,3,1
1,1,6/27/1976,179,1976,6,15.9,15,3,3,1.22,5,1
1,1,6/27/1976,179,1976,6,10.9,10,3,3,0.39,2,1
1,1,6/27/1976,179,1976,6,12,12,3,3,0.5,4,1
1,1,6/27/1976,179,1976,6,12.8,12,3,3,0.62,3,1
1,1,6/27/1976,179,1976,6,11.3,11,3,3,0.44,3,1
1,1,6/27/1976,179,1976,6,12,12,3,3,0.5,3,1
1,1,6/27/1976,179,1976,6,12.7,12,3,3,0.64,3,1
1,1,6/27/1976,179,1976,6,11.2,11,3,3,0.37,2,1
1,1,6/27/1976,179,1976,6,12.7,12,3,3,0.57,3,1
1,1,6/27/1976,179,1976,6,12.7,12,3,3,0.58,3,1
1,1,6/28/1976,180,1976,6,12.2,12,3,3,0.54,3,1
1,1,6/28/1976,180,1976,6,12.2,12,3,3,0.52,3,1
1,1,6/28/1976,180,1976,6,11.8,11,3,3,0.49,3,1
1,1,6/28/1976,180,1976,6,11.8,11,3,3,0.47,3,1
1,1,6/28/1976,180,1976,6,11.7,11,3,3,0.5,3,1
1,1,6/28/1976,180,1976,6,12.3,12,3,3,0.58,3,1
1,1,6/28/1976,180,1976,6,8.6,8,3,3,0.18,2,1
1,1,6/28/1976,180,1976,6,12,12,3,3,0.52,3,1
1,1,6/28/1976,180,1976,6,12,12,3,3,0.47,3,1
1,1,6/28/1976,180,1976,6,16.4,16,3,3,1.46,6,1
1,1,6/28/1976,180,1976,6,12.1,12,3,3,0.64,3,1
1,1,6/28/1976,180,1976,6,12.2,12,3,3,0.55,3,1
1,1,6/28/1976,180,1976,6,13.4,13,3,3,0.72,3,1
1,1,6/28/1976,180,1976,6,13,13,3,3,0.64,3,1
1,1,6/28/1976,180,1976,6,13,13,3,3,0.68,4,1
1,1,6/28/1976,180,1976,6,12.8,12,3,3,0.62,3,1
1,1,6/28/1976,180,1976,6,12.8,12,3,3,0.6,4,1
1,1,6/28/1976,180,1976,6,13.2,13,3,3,0.64,3,1
1,1,6/28/1976,180,1976,6,10.7,10,3,3,0.38,2,1
1,1,6/28/1976,180,1976,6,11,11,3,3,0.44,3,1
1,1,6/28/1976,180,1976,6,9.6,9,3,3,0.25,2,1
1,1,6/28/1976,180,1976,6,12.7,12,3,3,0.73,3,1
1,1,6/28/1976,180,1976,6,14.1,14,3,3,0.86,4,1
1,1,6/28/1976,180,1976,6,11.4,11,3,3,0.47,3,1
1,1,6/28/1976,180,1976,6,12.6,12,3,3,0.59,3,1
1,1,6/28/1976,180,1976,6,11.4,11,3,3,0.44,3,1
1,1,6/29/1976,181,1976,6,10.4,10,3,3,0.32,3,1
1,1,6/29/1976,181,1976,6,12.4,12,3,3,0.64,3,1
1,1,6/29/1976,181,1976,6,12.5,12,3,3,0.54,3,1
1,1,6/29/1976,181,1976,6,13.4,13,3,3,0.8,4,1
1,1,6/30/1976,182,1976,6,12.4,12,3,3,0.55,3,1
1,1,6/30/1976,182,1976,6,12.5,12,3,3,0.58,3,1
1,1,6/30/1976,182,1976,6,10.8,10,3,3,0.48,3,1
1,1,6/30/1976,182,1976,6,12.1,12,3,3,0.64,3,1
1,1,6/30/1976,182,1976,6,11.7,11,3,3,0.49,3,1
1,1,6/30/1976,182,1976,6,8.6,8,3,3,0.19,2,1
1,1,6/30/1976,182,1976,6,12.2,12,3,3,0.62,3,1
1,1,6/30/1976,182,1976,6,13.5,13,3,3,0.82,3,1
1,1,6/30/1976,182,1976,6,11.2,11,3,3,0.4,3,1
1,1,6/30/1976,182,1976,6,12.7,12,3,3,0.76,4,1
1,1,6/30/1976,182,1976,6,12.7,12,3,3,0.68,3,1
1,1,6/30/1976,182,1976,6,9,9,3,3,0.2,2,1
1,1,6/30/1976,182,1976,6,11.8,11,3,3,0.52,3,1
1,1,6/30/1976,182,1976,6,17.6,17,3,3,1.58,7,1
1,1,7/1/1976,183,1976,7,11.8,11,3,3,0.59,3,1
1,1,7/1/1976,183,1976,7,9.5,9,3,3,0.24,2,1
1,1,7/1/1976,183,1976,7,11.5,11,3,3,0.49,3,1
1,1,7/1/1976,183,1976,7,13.2,13,3,3,0.7,3,1
1,1,7/1/1976,183,1976,7,11.7,11,3,3,0.52,3,1
1,1,7/1/1976,183,1976,7,11.7,11,3,3,0.53,3,1
1,1,7/1/1976,183,1976,7,10.6,10,3,3,0.43,3,1
1,1,7/1/1976,183,1976,7,12.3,12,3,3,0.59,3,1
1,1,7/1/1976,183,1976,7,11.7,11,3,3,0.51,3,1
1,1,7/1/1976,183,1976,7,13,13,3,3,0.66,4,1
1,1,7/1/1976,183,1976,7,9.5,9,3,3,0.25,2,1
1,1,7/1/1976,183,1976,7,12.2,12,3,3,0.58,3,1
1,1,7/1/1976,183,1976,7,20.6,20,3,3,2.64,9,1
1,1,7/1/1976,183,1976,7,9.4,9,3,3,0.24,2,1
1,1,7/1/1976,183,1976,7,9.4,9,3,3,0.25,2,1
1,1,7/1/1976,183,1976,7,18.5,18,3,3,1.82,7,1
1,1,7/1/1976,183,1976,7,9.3,9,3,3,0.25,2,1
1,1,7/1/1976,183,1976,7,12.8,12,3,3,0.62,4,1
1,1,7/1/1976,183,1976,7,10.3,10,3,3,0.32,2,1
1,1,7/1/1976,183,1976,7,9.3,9,3,3,0.25,2,1
1,1,7/1/1976,183,1976,7,9.3,9,3,3,0.23,2,1
1,1,7/1/1976,183,1976,7,9.4,9,3,3,0.23,2,1
1,1,7/1/1976,183,1976,7,9.7,9,3,3,0.26,2,1
1,1,7/1/1976,183,1976,7,12.1,12,3,3,0.58,3,1
1,1,7/1/1976,183,1976,7,11.8,11,3,3,0.51,3,1
1,1,7/1/1976,183,1976,7,12,12,3,3,0.56,3,1
1,1,7/1/1976,183,1976,7,11.9,11,3,3,0.54,3,1
1,1,7/2/1976,184,1976,7,12.2,12,3,3,0.48,3,1
1,1,7/2/1976,184,1976,7,12.5,12,3,3,0.7,3,1
1,1,7/2/1976,184,1976,7,12.2,12,3,3,0.54,3,1
1,1,7/2/1976,184,1976,7,12.2,12,3,3,0.55,4,1
1,1,7/2/1976,184,1976,7,12.8,12,3,3,0.62,3,1
1,1,7/2/1976,184,1976,7,9.6,9,3,3,0.26,2,1
1,1,7/2/1976,184,1976,7,12.2,12,3,3,0.59,3,1
1,1,7/2/1976,184,1976,7,11.3,11,3,3,0.46,3,1
1,1,7/2/1976,184,1976,7,12.9,12,3,3,0.66,4,1
1,1,7/2/1976,184,1976,7,12.7,12,3,3,0.64,3,1
1,1,7/2/1976,184,1976,7,13.4,13,3,3,0.74,3,1
1,1,7/2/1976,184,1976,7,12.5,12,3,3,0.57,3,1
1,1,7/2/1976,184,1976,7,11.5,11,3,3,0.5,3,1
1,1,7/2/1976,184,1976,7,12.6,12,3,3,0.58,3,1
1,1,7/2/1976,184,1976,7,12.4,12,3,3,0.6,3,1
1,1,7/2/1976,184,1976,7,12,12,3,3,0.48,3,1
1,1,7/2/1976,184,1976,7,9.3,9,3,3,0.22,2,1
1,1,7/2/1976,184,1976,7,18,18,3,3,1.77,7,1
1,1,7/2/1976,184,1976,7,12.4,12,3,3,0.6,3,1
1,1,7/2/1976,184,1976,7,11.4,11,3,3,0.44,3,1
1,1,7/2/1976,184,1976,7,9.7,9,3,3,0.26,2,1
1,1,7/2/1976,184,1976,7,9.7,9,3,3,0.27,2,1
1,1,7/2/1976,184,1976,7,8.6,8,3,3,0.2,2,1
1,1,7/2/1976,184,1976,7,12.1,12,3,3,0.56,3,1
1,1,7/2/1976,184,1976,7,13,13,3,3,0.65,4,1
1,1,7/2/1976,184,1976,7,12.3,12,3,3,0.55,3,1
1,1,7/2/1976,184,1976,7,13,13,3,3,0.64,4,1
1,1,7/2/1976,184,1976,7,12.5,12,3,3,0.64,3,1
1,1,7/2/1976,184,1976,7,13.1,13,3,3,0.7,3,1
1,1,7/2/1976,184,1976,7,9,9,3,3,0.24,2,1
1,1,7/2/1976,184,1976,7,13.8,13,3,3,0.75,3,1
1,1,7/2/1976,184,1976,7,11.1,11,3,3,0.36,2,1
1,1,7/2/1976,184,1976,7,12.1,12,3,3,0.5,3,1
1,1,7/2/1976,184,1976,7,12.3,12,3,3,0.55,3,1
1,1,7/2/1976,184,1976,7,10.6,10,3,3,0.31,2,1
1,1,7/2/1976,184,1976,7,11.9,11,3,3,0.5,3,1
1,1,7/2/1976,184,1976,7,11.7,11,3,3,0.42,3,1
1,1,7/2/1976,184,1976,7,12.3,12,3,3,0.55,3,1
1,1,7/2/1976,184,1976,7,11.8,11,3,3,0.5,3,1
1,1,7/2/1976,184,1976,7,13.1,13,3,3,0.7,3,1
1,1,7/2/1976,184,1976,7,10.4,10,3,3,0.3,2,1
1,1,7/2/1976,184,1976,7,10.1,10,3,3,0.3,2,1
1,1,7/3/1976,185,1976,7,13,13,3,3,0.63,3,1
1,1,7/3/1976,185,1976,7,12.6,12,3,3,0.63,3,1
1,1,7/3/1976,185,1976,7,12.6,12,3,3,0.66,4,1
1,1,7/3/1976,185,1976,7,12.9,12,3,3,0.62,3,1
1,1,7/3/1976,185,1976,7,13,13,3,3,0.6,3,1
1,1,7/3/1976,185,1976,7,12.8,12,3,3,0.68,4,1
1,1,7/3/1976,185,1976,7,12.8,12,3,3,0.62,3,1
1,1,7/3/1976,185,1976,7,11.5,11,3,3,0.49,3,1
1,1,7/3/1976,185,1976,7,12,12,3,3,0.5,3,1
1,1,7/3/1976,185,1976,7,12,12,3,3,0.48,3,1
1,1,7/3/1976,185,1976,7,13.4,13,3,3,0.75,3,1
1,1,7/3/1976,185,1976,7,11.7,11,3,3,0.48,3,1
1,1,7/3/1976,185,1976,7,13.1,13,3,3,0.74,4,1
1,1,7/3/1976,185,1976,7,12,12,3,3,0.53,3,1
1,1,7/3/1976,185,1976,7,13.1,13,3,3,0.68,4,1
1,1,7/3/1976,185,1976,7,12.2,12,3,3,0.52,3,1
1,1,7/3/1976,185,1976,7,12.7,12,3,3,0.64,3,1
1,1,7/3/1976,185,1976,7,12.8,12,3,3,0.64,3,1
1,1,7/3/1976,185,1976,7,15.2,15,3,3,1.09,5,1
1,1,7/3/1976,185,1976,7,11.3,11,3,3,0.44,3,1
1,1,7/3/1976,185,1976,7,12.4,12,3,3,0.56,3,1
1,1,7/3/1976,185,1976,7,12.3,12,3,3,0.55,4,1
1,1,7/3/1976,185,1976,7,12.6,12,3,3,0.64,3,1
1,1,7/3/1976,185,1976,7,15.9,15,3,3,1.2,5,1
1,1,7/3/1976,185,1976,7,13.6,13,3,3,0.78,3,1
1,1,7/3/1976,185,1976,7,12.5,12,3,3,0.58,3,1
1,1,7/3/1976,185,1976,7,12.6,12,3,3,0.67,3,1
1,1,7/3/1976,185,1976,7,12.3,12,3,3,0.6,3,1
1,1,7/3/1976,185,1976,7,11.2,11,3,3,0.5,3,1
1,1,7/3/1976,185,1976,7,12.5,12,3,3,0.67,3,1
1,1,7/3/1976,185,1976,7,12.3,12,3,3,0.63,3,1
1,1,7/3/1976,185,1976,7,12.3,12,3,3,0.54,3,1
1,1,7/3/1976,185,1976,7,10.9,10,3,3,0.45,2,1
1,1,7/3/1976,185,1976,7,12.5,12,3,3,0.56,3,1
1,1,7/4/1976,186,1976,7,11.8,11,3,3,0.52,3,1
1,1,7/4/1976,186,1976,7,12.7,12,3,3,0.62,3,1
1,1,7/4/1976,186,1976,7,12.3,12,3,3,0.56,3,1
1,1,7/4/1976,186,1976,7,25.3,25,3,3,4.88,10,1
1,1,7/4/1976,186,1976,7,24.4,24,3,3,4.88,10,1
1,1,7/4/1976,186,1976,7,11.8,11,3,3,0.46,3,1
1,1,7/4/1976,186,1976,7,12.8,12,3,3,0.64,4,1
1,1,7/4/1976,186,1976,7,13.1,13,3,3,0.65,3,1
1,1,7/4/1976,186,1976,7,11.5,11,3,3,0.5,3,1
1,1,7/4/1976,186,1976,7,11.8,11,3,3,0.52,4,1
1,1,7/4/1976,186,1976,7,13.1,13,3,3,0.64,3,1
1,1,7/4/1976,186,1976,7,13.1,13,3,3,0.66,4,1
1,1,7/4/1976,186,1976,7,11.6,11,3,3,0.53,3,1
1,1,7/4/1976,186,1976,7,10.4,10,3,3,0.34,2,1
1,1,7/4/1976,186,1976,7,10.5,10,3,3,0.34,2,1
1,1,7/4/1976,186,1976,7,12.5,12,3,3,0.56,3,1
1,1,7/4/1976,186,1976,7,12.2,12,3,3,0.54,3,1
1,1,7/4/1976,186,1976,7,11.1,11,3,3,0.44,3,1
1,1,7/4/1976,186,1976,7,11.7,11,3,3,0.46,3,1
1,1,7/4/1976,186,1976,7,13,13,3,3,0.67,3,1
1,1,7/4/1976,186,1976,7,11.2,11,3,3,0.4,3,1
1,1,7/4/1976,186,1976,7,13.4,13,3,3,0.78,3,1
1,1,7/4/1976,186,1976,7,12.2,12,3,3,0.56,3,1
